delivery_ID,order_ID,scheduled_date,actual_delivery_date,status
871,451,2025-10-31 02:56:25,2025-11-01 02:56:25,Shipped
872,547,2025-10-25 02:56:25,,Pending
873,927,2025-09-11 02:56:25,2025-09-11 02:56:25,Cancelled
874,18,2025-11-01 02:56:25,2025-11-02 02:56:25,Delivered
875,387,2025-09-19 02:56:25,,Pending
876,675,2025-09-15 02:56:25,2025-09-18 02:56:25,Shipped
877,268,2025-10-10 02:56:25,2025-10-11 02:56:25,Shipped
878,1,2025-09-12 02:56:25,2025-09-12 02:56:25,Cancelled
879,427,2025-09-08 02:56:25,2025-09-11 02:56:25,Shipped
880,257,2025-10-11 02:56:25,2025-10-11 02:56:25,Cancelled
881,523,2025-10-09 02:56:25,2025-10-09 02:56:25,Cancelled
882,139,2025-10-13 02:56:25,2025-10-13 02:56:25,Cancelled
883,495,2025-09-17 02:56:25,2025-09-17 02:56:25,Cancelled
884,774,2025-10-25 02:56:25,,Pending
885,681,2025-11-09 02:56:25,2025-11-09 02:56:25,Cancelled
886,625,2025-09-30 02:56:25,,Pending
887,535,2025-10-18 02:56:25,2025-10-19 02:56:25,Delivered
888,442,2025-10-24 02:56:25,,Pending
889,67,2025-10-15 02:56:25,2025-10-15 02:56:25,Cancelled
890,168,2025-11-02 02:56:25,,Pending
891,634,2025-10-19 02:56:25,,Pending
892,318,2025-10-22 02:56:25,2025-10-22 02:56:25,Cancelled
893,153,2025-09-23 02:56:25,2025-09-27 02:56:25,Delivered
894,178,2025-10-06 02:56:25,2025-10-09 02:56:25,Shipped
895,205,2025-09-10 02:56:25,2025-09-14 02:56:25,Delivered
896,374,2025-09-22 02:56:25,2025-09-22 02:56:25,Cancelled
897,72,2025-09-28 02:56:25,,Pending
898,657,2025-09-20 02:56:25,2025-09-23 02:56:25,Shipped
899,828,2025-10-30 02:56:25,,Pending
900,113,2025-09-19 02:56:25,2025-09-19 02:56:25,Cancelled
901,393,2025-09-14 02:56:25,2025-09-17 02:56:25,Shipped
902,609,2025-10-28 02:56:25,,Pending
903,859,2025-09-14 02:56:25,2025-09-18 02:56:25,Delivered
904,844,2025-09-20 02:56:25,2025-09-20 02:56:25,Cancelled
905,206,2025-10-13 02:56:25,2025-10-13 02:56:25,Cancelled
906,584,2025-10-16 02:56:25,2025-10-18 02:56:25,Shipped
907,258,2025-10-15 02:56:25,2025-10-17 02:56:25,Shipped
908,305,2025-09-13 02:56:25,,Pending
909,490,2025-10-17 02:56:25,2025-10-17 02:56:25,Cancelled
910,412,2025-10-08 02:56:25,,Pending
911,231,2025-10-17 02:56:25,2025-10-18 02:56:25,Shipped
912,469,2025-09-24 02:56:25,,Pending
913,664,2025-09-18 02:56:25,,Pending
914,164,2025-09-14 02:56:25,,Pending
915,749,2025-09-17 02:56:25,2025-09-17 02:56:25,Cancelled
916,143,2025-09-16 02:56:25,2025-09-17 02:56:25,Shipped
917,898,2025-09-11 02:56:25,2025-09-13 02:56:25,Delivered
918,901,2025-10-26 02:56:25,2025-10-31 02:56:25,Delivered
919,687,2025-09-16 02:56:25,2025-09-18 02:56:25,Delivered
920,890,2025-09-26 02:56:25,2025-09-29 02:56:25,Shipped
921,163,2025-11-07 02:56:25,2025-11-09 02:56:25,Shipped
922,129,2025-11-06 02:56:25,2025-11-07 02:56:25,Delivered
923,6,2025-09-26 02:56:25,2025-09-29 02:56:25,Shipped
924,767,2025-09-15 02:56:25,2025-09-15 02:56:25,Cancelled
925,771,2025-10-07 02:56:25,2025-10-11 02:56:25,Delivered
926,175,2025-11-05 02:56:25,2025-11-09 02:56:25,Delivered
927,246,2025-09-24 02:56:25,2025-09-26 02:56:25,Shipped
928,461,2025-10-01 02:56:25,2025-10-04 02:56:25,Shipped
929,19,2025-10-08 02:56:25,2025-10-09 02:56:25,Shipped
930,604,2025-11-04 02:56:25,2025-11-06 02:56:25,Shipped
931,872,2025-09-18 02:56:25,2025-09-18 02:56:25,Cancelled
932,797,2025-09-10 02:56:25,2025-09-12 02:56:25,Shipped
933,528,2025-10-03 02:56:25,2025-10-05 02:56:25,Delivered
934,148,2025-11-04 02:56:25,,Pending
935,727,2025-11-07 02:56:25,2025-11-08 02:56:25,Delivered
936,484,2025-09-16 02:56:25,2025-09-17 02:56:25,Shipped
937,892,2025-09-15 02:56:25,2025-09-15 02:56:25,Cancelled
938,213,2025-10-06 02:56:25,,Pending
939,689,2025-10-09 02:56:25,2025-10-12 02:56:25,Shipped
940,223,2025-10-12 02:56:25,2025-10-14 02:56:25,Shipped
941,137,2025-09-06 02:56:25,2025-09-09 02:56:25,Delivered
942,404,2025-10-25 02:56:25,2025-10-26 02:56:25,Shipped
943,823,2025-09-29 02:56:25,2025-09-29 02:56:25,Cancelled
944,734,2025-10-31 02:56:25,2025-11-02 02:56:25,Shipped
945,236,2025-10-29 02:56:25,2025-11-01 02:56:25,Delivered
946,674,2025-10-17 02:56:25,2025-10-17 02:56:25,Cancelled
947,496,2025-11-05 02:56:25,2025-11-08 02:56:25,Delivered
948,777,2025-10-08 02:56:25,2025-10-13 02:56:25,Delivered
949,265,2025-09-29 02:56:25,2025-09-29 02:56:25,Cancelled
950,133,2025-10-15 02:56:25,2025-10-15 02:56:25,Cancelled
