inventory_ID,product_ID,quantity_on_hand,quantity_reserved,quantity_available,reorder_level,reorder_quantity,last_restock_date,inventory_status,lot_number,storage_conditions
2987,2987,367,40,327,59,132,2024-12-16 02:05:23,In Stock,LOT-14448,Humidity controlled
2988,2988,98,60,38,35,176,2024-12-27 02:05:23,In Stock,LOT-56451,Refrigerated
2989,2989,240,73,167,96,65,2025-03-20 02:05:23,In Stock,LOT-01739,Refrigerated
2990,2990,259,3,256,20,95,2025-07-23 02:05:23,In Stock,LOT-73964,Room temperature
2991,2991,73,69,4,83,98,2024-11-08 02:05:23,backordered,LOT-17899,Cool and dry place
2992,2992,359,38,321,34,97,2025-05-21 02:05:23,In Stock,LOT-69860,Refrigerated
2993,2993,83,50,33,91,125,2024-12-29 02:05:23,backordered,LOT-91919,Keep away from sunlight
2994,2994,259,146,113,37,159,2025-06-26 02:05:23,In Stock,LOT-11359,Room temperature
2995,2995,376,123,253,77,51,2024-12-01 02:05:23,In Stock,LOT-96605,Room temperature
2996,2996,144,41,103,18,65,2025-09-30 02:05:23,In Stock,LOT-77980,Keep away from sunlight
2997,2997,176,15,161,89,160,2025-09-22 02:05:23,In Stock,LOT-66039,Keep away from sunlight
2998,2998,6,5,1,96,72,2025-05-22 02:05:23,backordered,LOT-20514,Humidity controlled
2999,2999,394,185,209,99,66,2025-01-14 02:05:23,In Stock,LOT-60745,Room temperature
3000,3000,372,163,209,67,141,2025-03-01 02:05:23,In Stock,LOT-55347,Room temperature
3001,3001,255,153,102,72,130,2025-01-26 02:05:23,In Stock,LOT-05742,Refrigerated
3002,3002,116,75,41,31,60,2024-11-13 02:05:23,In Stock,LOT-38856,Room temperature
3003,3003,209,119,90,69,133,2025-04-09 02:05:23,In Stock,LOT-52715,Keep away from sunlight
3004,3004,444,237,207,67,89,2025-08-21 02:05:23,In Stock,LOT-59835,Keep away from sunlight
3005,3005,214,6,208,27,131,2025-04-20 02:05:23,In Stock,LOT-41165,Refrigerated
3006,3006,204,93,111,11,161,2024-11-28 02:05:23,In Stock,LOT-97263,Refrigerated
3007,3007,77,75,2,33,105,2025-09-14 02:05:23,backordered,LOT-47557,Cool and dry place
3008,3008,200,120,80,29,119,2025-05-13 02:05:23,In Stock,LOT-52250,Refrigerated
3009,3009,11,7,4,60,90,2025-05-30 02:05:23,backordered,LOT-13948,Humidity controlled
3010,3010,142,58,84,34,174,2024-12-26 02:05:23,In Stock,LOT-84882,Keep away from sunlight
3011,3011,221,111,110,30,174,2024-11-26 02:05:23,In Stock,LOT-69131,Cool and dry place
3012,3012,180,27,153,18,132,2024-11-05 02:05:23,In Stock,LOT-19642,Keep away from sunlight
3013,3013,311,148,163,28,110,2025-02-09 02:05:23,In Stock,LOT-58562,Keep away from sunlight
3014,3014,411,110,301,63,175,2025-10-26 02:05:23,In Stock,LOT-61499,Room temperature
3015,3015,323,81,242,53,129,2024-11-16 02:05:23,In Stock,LOT-15370,Humidity controlled
3016,3016,219,156,63,25,83,2025-02-03 02:05:23,In Stock,LOT-38240,Room temperature
3017,3017,174,95,79,98,82,2025-04-26 02:05:23,backordered,LOT-73333,Humidity controlled
3018,3018,496,242,254,18,54,2025-03-18 02:05:23,In Stock,LOT-73204,Room temperature
3019,3019,213,63,150,36,133,2024-11-14 02:05:23,In Stock,LOT-30977,Refrigerated
3020,3020,465,446,19,50,171,2025-06-11 02:05:23,backordered,LOT-68893,Humidity controlled
3021,3021,174,147,27,52,99,2025-08-28 02:05:23,backordered,LOT-62896,Room temperature
3022,3022,400,323,77,83,108,2024-11-04 02:05:23,backordered,LOT-96454,Humidity controlled
3023,3023,312,121,191,41,175,2025-01-17 02:05:23,In Stock,LOT-65535,Keep away from sunlight
3024,3024,455,9,446,50,180,2025-09-14 02:05:23,In Stock,LOT-85125,Keep away from sunlight
3025,3025,384,75,309,89,132,2025-09-21 02:05:23,In Stock,LOT-38921,Humidity controlled
3026,3026,251,118,133,87,118,2025-09-28 02:05:23,In Stock,LOT-87851,Keep away from sunlight
3027,3027,199,199,0,34,120,2024-11-02 02:05:23,backordered,LOT-93583,Refrigerated
3028,3028,186,15,171,70,113,2025-07-10 02:05:23,In Stock,LOT-74907,Cool and dry place
3029,3029,167,91,76,89,173,2025-01-18 02:05:23,backordered,LOT-97796,Refrigerated
3030,3030,401,139,262,50,174,2025-05-25 02:05:23,In Stock,LOT-12087,Humidity controlled
3031,3031,452,274,178,35,98,2024-12-31 02:05:23,In Stock,LOT-80572,Humidity controlled
3032,3032,61,18,43,17,99,2025-02-06 02:05:23,In Stock,LOT-15149,Humidity controlled
3033,3033,144,63,81,58,158,2024-11-08 02:05:23,In Stock,LOT-40976,Cool and dry place
3034,3034,152,66,86,36,86,2025-06-03 02:05:23,In Stock,LOT-26374,Cool and dry place
3035,3035,14,10,4,92,157,2025-09-22 02:05:23,backordered,LOT-84539,Room temperature
3036,3036,238,198,40,28,164,2024-12-16 02:05:23,In Stock,LOT-86289,Keep away from sunlight
3037,3037,284,80,204,86,163,2025-05-25 02:05:23,In Stock,LOT-50905,Cool and dry place
3038,3038,479,140,339,68,120,2025-07-23 02:05:23,In Stock,LOT-91191,Humidity controlled
3039,3039,232,72,160,30,200,2025-08-28 02:05:23,In Stock,LOT-86233,Room temperature
3040,3040,489,8,481,25,63,2025-05-18 02:05:23,In Stock,LOT-92207,Humidity controlled
3041,3041,244,94,150,28,130,2025-04-23 02:05:23,In Stock,LOT-15116,Humidity controlled
3042,3042,13,10,3,65,132,2025-04-13 02:05:23,backordered,LOT-96667,Refrigerated
3043,3043,167,156,11,14,122,2025-05-20 02:05:23,backordered,LOT-25214,Humidity controlled
3044,3044,387,291,96,15,180,2025-10-04 02:05:23,In Stock,LOT-52647,Refrigerated
3045,3045,254,16,238,18,85,2025-08-16 02:05:23,In Stock,LOT-12463,Cool and dry place
3046,3046,267,83,184,40,73,2025-05-01 02:05:23,In Stock,LOT-35157,Room temperature
3047,3047,173,20,153,62,137,2025-09-27 02:05:23,In Stock,LOT-18409,Keep away from sunlight
3048,3048,205,139,66,17,184,2025-04-02 02:05:23,In Stock,LOT-08051,Keep away from sunlight
3049,3049,355,79,276,80,72,2025-07-18 02:05:23,In Stock,LOT-20800,Keep away from sunlight
3050,3050,81,14,67,43,108,2025-07-02 02:05:23,In Stock,LOT-56409,Cool and dry place
3051,3051,330,285,45,13,63,2024-12-07 02:05:23,In Stock,LOT-95123,Refrigerated
3052,3052,245,10,235,15,106,2025-07-05 02:05:23,In Stock,LOT-97283,Refrigerated
3053,3053,488,445,43,27,178,2025-05-22 02:05:23,In Stock,LOT-51295,Room temperature
3054,3054,198,193,5,91,151,2025-10-23 02:05:23,backordered,LOT-92728,Humidity controlled
3055,3055,391,148,243,73,56,2024-11-24 02:05:23,In Stock,LOT-27090,Keep away from sunlight
3056,3056,281,34,247,15,101,2025-01-04 02:05:23,In Stock,LOT-81441,Cool and dry place
3057,3057,106,29,77,84,175,2025-10-29 02:05:23,backordered,LOT-52982,Room temperature
3058,3058,359,41,318,84,144,2025-02-14 02:05:23,In Stock,LOT-17392,Refrigerated
3059,3059,203,54,149,29,187,2025-10-29 02:05:23,In Stock,LOT-95786,Humidity controlled
3060,3060,144,68,76,81,145,2025-02-13 02:05:23,backordered,LOT-71815,Keep away from sunlight
3061,3061,81,25,56,87,115,2025-05-14 02:05:23,backordered,LOT-35237,Refrigerated
3062,3062,167,66,101,60,80,2024-12-03 02:05:23,In Stock,LOT-36050,Room temperature
3063,3063,231,7,224,67,181,2025-04-08 02:05:23,In Stock,LOT-79181,Refrigerated
3064,3064,94,14,80,15,149,2025-09-08 02:05:23,In Stock,LOT-58998,Refrigerated
3065,3065,102,97,5,82,126,2024-11-13 02:05:23,backordered,LOT-86834,Refrigerated
3066,3066,453,303,150,48,142,2025-03-09 02:05:23,In Stock,LOT-52734,Cool and dry place
3067,3067,331,320,11,39,195,2025-06-25 02:05:23,backordered,LOT-66661,Refrigerated
3068,3068,261,12,249,49,53,2025-07-14 02:05:23,In Stock,LOT-70715,Refrigerated
3069,3069,440,170,270,36,177,2025-04-17 02:05:23,In Stock,LOT-87964,Room temperature
3070,3070,234,100,134,87,92,2025-02-23 02:05:23,In Stock,LOT-74080,Keep away from sunlight
3071,3071,287,146,141,95,113,2025-09-23 02:05:23,In Stock,LOT-31499,Humidity controlled
3072,3072,54,0,54,13,62,2025-10-27 02:05:23,In Stock,LOT-82508,Room temperature
3073,3073,476,0,476,48,163,2025-04-20 02:05:23,In Stock,LOT-00463,Humidity controlled
3074,3074,492,81,411,22,63,2025-04-27 02:05:23,In Stock,LOT-58068,Refrigerated
3075,3075,330,97,233,64,145,2025-09-24 02:05:23,In Stock,LOT-82850,Room temperature
3076,3076,213,167,46,12,126,2025-10-15 02:05:23,In Stock,LOT-31723,Cool and dry place
3077,3077,154,36,118,43,166,2025-07-20 02:05:23,In Stock,LOT-51373,Cool and dry place
3078,3078,470,325,145,97,57,2025-03-03 02:05:23,In Stock,LOT-99006,Refrigerated
3079,3079,7,1,6,21,110,2025-03-13 02:05:23,backordered,LOT-31403,Humidity controlled
3080,3080,355,285,70,44,119,2025-10-21 02:05:23,In Stock,LOT-52635,Humidity controlled
3081,3081,245,16,229,98,89,2025-07-14 02:05:23,In Stock,LOT-60229,Cool and dry place
3082,3082,203,173,30,58,57,2025-10-13 02:05:23,backordered,LOT-39469,Keep away from sunlight
3083,3083,221,212,9,69,155,2025-08-04 02:05:23,backordered,LOT-43460,Cool and dry place
3084,3084,295,22,273,94,66,2025-06-11 02:05:23,In Stock,LOT-66643,Room temperature
3085,3085,368,245,123,35,118,2025-10-20 02:05:23,In Stock,LOT-74906,Room temperature
3086,3086,493,446,47,34,110,2024-11-13 02:05:23,In Stock,LOT-07231,Keep away from sunlight
3087,3087,414,0,414,93,61,2025-01-17 02:05:23,In Stock,LOT-11271,Keep away from sunlight
3088,3088,286,250,36,39,62,2025-06-08 02:05:23,backordered,LOT-28524,Room temperature
3089,3089,45,38,7,57,166,2025-03-05 02:05:23,backordered,LOT-64844,Humidity controlled
3090,3090,83,47,36,94,145,2025-01-23 02:05:23,backordered,LOT-94116,Humidity controlled
3091,3091,74,41,33,91,138,2025-04-07 02:05:23,backordered,LOT-31873,Refrigerated
3092,3092,297,205,92,57,169,2025-05-08 02:05:23,In Stock,LOT-28077,Room temperature
3093,3093,75,63,12,96,188,2025-04-07 02:05:23,backordered,LOT-11306,Room temperature
3094,3094,492,221,271,21,114,2025-08-23 02:05:23,In Stock,LOT-21136,Room temperature
3095,3095,473,183,290,92,169,2025-03-16 02:05:23,In Stock,LOT-95727,Humidity controlled
3096,3096,441,348,93,31,60,2025-05-10 02:05:23,In Stock,LOT-90833,Humidity controlled
3097,3097,470,440,30,90,87,2024-12-30 02:05:23,backordered,LOT-50902,Room temperature
3098,3098,276,81,195,83,85,2025-07-19 02:05:23,In Stock,LOT-54257,Keep away from sunlight
3099,3099,41,26,15,24,178,2025-01-27 02:05:23,backordered,LOT-30662,Cool and dry place
3100,3100,266,53,213,83,51,2025-06-24 02:05:23,In Stock,LOT-48132,Humidity controlled
3101,3101,340,84,256,39,135,2025-02-24 02:05:23,In Stock,LOT-35707,Cool and dry place
3102,3102,166,95,71,80,151,2025-02-07 02:05:23,backordered,LOT-13984,Keep away from sunlight
3103,3103,112,73,39,54,154,2024-11-14 02:05:23,backordered,LOT-82285,Cool and dry place
3104,3104,115,81,34,92,166,2025-08-14 02:05:23,backordered,LOT-01168,Refrigerated
3105,3105,366,0,366,74,77,2025-02-21 02:05:23,In Stock,LOT-80925,Refrigerated
3106,3106,468,36,432,98,128,2025-07-01 02:05:23,In Stock,LOT-50213,Keep away from sunlight
3107,3107,155,53,102,79,74,2025-07-27 02:05:23,In Stock,LOT-06090,Cool and dry place
3108,3108,8,0,8,47,80,2025-07-18 02:05:23,backordered,LOT-69130,Refrigerated
3109,3109,423,397,26,97,68,2025-09-28 02:05:23,backordered,LOT-98107,Room temperature
3110,3110,231,30,201,64,141,2024-11-28 02:05:23,In Stock,LOT-96496,Keep away from sunlight
3111,3111,5,5,0,86,126,2025-05-10 02:05:23,backordered,LOT-73794,Keep away from sunlight
3112,3112,191,53,138,48,159,2024-12-19 02:05:23,In Stock,LOT-57727,Humidity controlled
3113,3113,470,244,226,91,60,2024-11-19 02:05:23,In Stock,LOT-85324,Keep away from sunlight
3114,3114,500,16,484,73,131,2025-05-06 02:05:23,In Stock,LOT-26425,Cool and dry place
3115,3115,130,121,9,59,187,2025-09-12 02:05:23,backordered,LOT-06420,Keep away from sunlight
3116,3116,352,300,52,89,139,2024-11-16 02:05:23,backordered,LOT-76836,Keep away from sunlight
3117,3117,13,6,7,14,174,2025-09-18 02:05:23,backordered,LOT-25366,Keep away from sunlight
3118,3118,129,23,106,20,112,2024-12-13 02:05:23,In Stock,LOT-67776,Cool and dry place
3119,3119,232,97,135,53,111,2024-12-27 02:05:23,In Stock,LOT-75556,Keep away from sunlight
3120,3120,17,10,7,49,191,2024-11-06 02:05:23,backordered,LOT-28333,Keep away from sunlight
3121,3121,110,78,32,62,74,2025-10-27 02:05:23,backordered,LOT-39395,Refrigerated
3122,3122,303,14,289,74,163,2025-09-27 02:05:23,In Stock,LOT-78654,Humidity controlled
3123,3123,92,59,33,45,194,2025-04-17 02:05:23,backordered,LOT-36271,Humidity controlled
3124,3124,334,24,310,42,199,2025-09-02 02:05:23,In Stock,LOT-87496,Humidity controlled
3125,3125,251,44,207,67,125,2025-08-10 02:05:23,In Stock,LOT-03358,Cool and dry place
3126,3126,148,84,64,64,78,2024-11-15 02:05:23,In Stock,LOT-26862,Refrigerated
3127,3127,495,428,67,19,100,2025-02-28 02:05:23,In Stock,LOT-70369,Keep away from sunlight
3128,3128,127,1,126,59,95,2025-04-23 02:05:23,In Stock,LOT-24926,Cool and dry place
3129,3129,154,46,108,38,137,2024-11-17 02:05:23,In Stock,LOT-93265,Humidity controlled
3130,3130,432,252,180,39,163,2024-11-08 02:05:23,In Stock,LOT-73275,Cool and dry place
3131,3131,51,10,41,27,83,2024-12-27 02:05:23,In Stock,LOT-99801,Humidity controlled
3132,3132,12,7,5,73,143,2024-11-09 02:05:23,backordered,LOT-11000,Keep away from sunlight
3133,3133,10,8,2,98,144,2024-12-11 02:05:23,backordered,LOT-51553,Humidity controlled
3134,3134,54,26,28,70,58,2025-06-12 02:05:23,backordered,LOT-23415,Keep away from sunlight
3135,3135,285,216,69,18,66,2025-09-18 02:05:23,In Stock,LOT-95977,Room temperature
3136,3136,449,340,109,55,171,2025-04-10 02:05:23,In Stock,LOT-52441,Humidity controlled
3137,3137,470,124,346,27,80,2025-10-20 02:05:23,In Stock,LOT-82226,Refrigerated
3138,3138,44,36,8,33,100,2025-03-18 02:05:23,backordered,LOT-18962,Humidity controlled
3139,3139,191,142,49,43,172,2025-09-28 02:05:23,In Stock,LOT-88743,Refrigerated
3140,3140,298,211,87,24,193,2025-10-12 02:05:23,In Stock,LOT-12710,Refrigerated
3141,3141,103,18,85,48,84,2024-11-07 02:05:23,In Stock,LOT-26767,Keep away from sunlight
3142,3142,5,2,3,17,180,2025-10-26 02:05:23,backordered,LOT-20957,Cool and dry place
3143,3143,268,136,132,84,185,2025-10-28 02:05:23,In Stock,LOT-99270,Room temperature
3144,3144,450,415,35,27,131,2025-06-30 02:05:23,In Stock,LOT-79551,Keep away from sunlight
3145,3145,410,109,301,34,171,2025-03-02 02:05:23,In Stock,LOT-51229,Keep away from sunlight
3146,3146,109,12,97,32,149,2025-01-22 02:05:23,In Stock,LOT-46213,Humidity controlled
3147,3147,439,411,28,19,87,2024-11-25 02:05:23,In Stock,LOT-54159,Refrigerated
3148,3148,439,261,178,28,67,2025-03-02 02:05:23,In Stock,LOT-70996,Humidity controlled
3149,3149,37,36,1,31,113,2024-12-16 02:05:23,backordered,LOT-25438,Keep away from sunlight
3150,3150,429,320,109,56,107,2025-06-20 02:05:23,In Stock,LOT-48075,Keep away from sunlight
3151,3151,30,24,6,65,60,2025-05-21 02:05:23,backordered,LOT-20344,Keep away from sunlight
3152,3152,14,3,11,95,145,2025-04-15 02:05:23,backordered,LOT-76504,Keep away from sunlight
3153,3153,310,115,195,26,172,2024-12-22 02:05:23,In Stock,LOT-71580,Humidity controlled
3154,3154,455,208,247,92,90,2025-07-01 02:05:23,In Stock,LOT-29090,Humidity controlled
3155,3155,266,147,119,73,69,2025-03-25 02:05:23,In Stock,LOT-46376,Humidity controlled
3156,3156,15,13,2,18,193,2025-09-19 02:05:23,backordered,LOT-60465,Refrigerated
3157,3157,395,328,67,15,144,2025-06-12 02:05:23,In Stock,LOT-58665,Keep away from sunlight
3158,3158,143,118,25,93,137,2025-05-30 02:05:23,backordered,LOT-25483,Humidity controlled
3159,3159,309,167,142,49,170,2025-02-13 02:05:23,In Stock,LOT-74417,Keep away from sunlight
3160,3160,197,193,4,98,200,2024-11-11 02:05:23,backordered,LOT-15810,Humidity controlled
3161,3161,472,349,123,87,196,2025-08-23 02:05:23,In Stock,LOT-21312,Keep away from sunlight
3162,3162,172,23,149,98,175,2025-05-10 02:05:23,In Stock,LOT-51293,Humidity controlled
3163,3163,264,32,232,42,118,2025-06-16 02:05:23,In Stock,LOT-11005,Room temperature
3164,3164,304,262,42,39,130,2025-05-20 02:05:23,In Stock,LOT-91297,Refrigerated
3165,3165,289,97,192,54,128,2025-07-26 02:05:23,In Stock,LOT-51910,Room temperature
3166,3166,265,210,55,45,117,2024-12-30 02:05:23,In Stock,LOT-23121,Keep away from sunlight
3167,3167,342,337,5,34,85,2024-11-14 02:05:23,backordered,LOT-10633,Room temperature
3168,3168,97,87,10,97,142,2024-11-02 02:05:23,backordered,LOT-01658,Humidity controlled
3169,3169,283,164,119,36,168,2025-01-08 02:05:23,In Stock,LOT-37379,Humidity controlled
3170,3170,88,15,73,47,113,2025-07-19 02:05:23,In Stock,LOT-27490,Humidity controlled
3171,3171,404,324,80,53,96,2024-12-05 02:05:23,In Stock,LOT-72801,Keep away from sunlight
3172,3172,191,62,129,60,173,2025-06-16 02:05:23,In Stock,LOT-23428,Humidity controlled
3173,3173,235,137,98,53,87,2025-06-24 02:05:23,In Stock,LOT-93113,Humidity controlled
3174,3174,36,16,20,25,146,2025-01-24 02:05:23,backordered,LOT-25326,Keep away from sunlight
3175,3175,1,0,1,34,115,2025-02-21 02:05:23,backordered,LOT-94968,Keep away from sunlight
3176,3176,478,281,197,84,120,2025-02-13 02:05:23,In Stock,LOT-43645,Humidity controlled
3177,3177,215,50,165,44,63,2025-03-28 02:05:23,In Stock,LOT-38044,Keep away from sunlight
3178,3178,304,55,249,70,161,2025-04-17 02:05:23,In Stock,LOT-21017,Room temperature
3179,3179,61,8,53,33,81,2025-04-30 02:05:23,In Stock,LOT-50961,Cool and dry place
3180,3180,21,2,19,45,77,2025-01-25 02:05:23,backordered,LOT-70159,Humidity controlled
3181,3181,137,32,105,22,158,2025-07-20 02:05:23,In Stock,LOT-59194,Cool and dry place
3182,3182,456,338,118,82,65,2025-10-27 02:05:23,In Stock,LOT-57575,Cool and dry place
3183,3183,172,159,13,45,122,2025-03-26 02:05:23,backordered,LOT-74758,Refrigerated
3184,3184,118,28,90,89,196,2025-06-18 02:05:23,In Stock,LOT-33920,Humidity controlled
3185,3185,181,60,121,29,55,2025-01-22 02:05:23,In Stock,LOT-56775,Humidity controlled
3186,3186,162,56,106,31,148,2025-07-20 02:05:23,In Stock,LOT-67772,Humidity controlled
3187,3187,315,8,307,30,73,2025-01-13 02:05:23,In Stock,LOT-26602,Humidity controlled
3188,3188,498,138,360,72,81,2025-09-14 02:05:23,In Stock,LOT-56265,Refrigerated
3189,3189,432,208,224,38,111,2025-03-11 02:05:23,In Stock,LOT-06229,Humidity controlled
3190,3190,84,22,62,38,121,2025-09-08 02:05:23,In Stock,LOT-23106,Cool and dry place
3191,3191,122,85,37,49,161,2025-01-09 02:05:23,backordered,LOT-72453,Humidity controlled
3192,3192,434,197,237,67,104,2025-07-06 02:05:23,In Stock,LOT-07624,Cool and dry place
3193,3193,433,41,392,62,163,2025-03-20 02:05:23,In Stock,LOT-84337,Refrigerated
3194,3194,378,196,182,88,147,2025-10-21 02:05:23,In Stock,LOT-97662,Humidity controlled
3195,3195,391,139,252,36,175,2025-03-23 02:05:23,In Stock,LOT-70511,Humidity controlled
3196,3196,175,82,93,12,177,2025-02-15 02:05:23,In Stock,LOT-57942,Humidity controlled
3197,3197,198,113,85,87,102,2025-04-25 02:05:23,backordered,LOT-38736,Refrigerated
3198,3198,360,39,321,86,146,2025-08-07 02:05:23,In Stock,LOT-70425,Keep away from sunlight
3199,3199,106,27,79,50,140,2025-04-08 02:05:23,In Stock,LOT-49691,Room temperature
3200,3200,127,74,53,39,147,2024-12-29 02:05:23,In Stock,LOT-92845,Keep away from sunlight
3201,3201,491,12,479,97,194,2025-06-30 02:05:23,In Stock,LOT-52597,Cool and dry place
3202,3202,231,182,49,12,149,2025-01-13 02:05:23,In Stock,LOT-10756,Room temperature
3203,3203,184,97,87,12,175,2025-03-23 02:05:23,In Stock,LOT-33535,Keep away from sunlight
3204,3204,465,217,248,21,161,2025-06-24 02:05:23,In Stock,LOT-74859,Room temperature
3205,3205,117,34,83,56,116,2025-03-01 02:05:23,In Stock,LOT-53259,Refrigerated
3206,3206,86,28,58,84,182,2024-12-30 02:05:23,backordered,LOT-39933,Humidity controlled
3207,3207,414,100,314,14,147,2025-04-29 02:05:23,In Stock,LOT-79705,Cool and dry place
3208,3208,389,117,272,21,90,2025-09-15 02:05:23,In Stock,LOT-81629,Humidity controlled
3209,3209,356,283,73,16,114,2025-09-22 02:05:23,In Stock,LOT-51877,Humidity controlled
3210,3210,477,130,347,67,88,2025-06-04 02:05:23,In Stock,LOT-94176,Refrigerated
3211,3211,439,223,216,45,97,2025-07-07 02:05:23,In Stock,LOT-34250,Keep away from sunlight
3212,3212,159,42,117,76,67,2025-07-06 02:05:23,In Stock,LOT-73305,Cool and dry place
3213,3213,317,26,291,83,95,2025-06-07 02:05:23,In Stock,LOT-59782,Humidity controlled
3214,3214,240,108,132,31,110,2025-10-24 02:05:23,In Stock,LOT-45759,Refrigerated
3215,3215,308,39,269,18,75,2025-06-17 02:05:23,In Stock,LOT-83399,Refrigerated
3216,3216,273,63,210,69,191,2025-04-27 02:05:23,In Stock,LOT-14038,Refrigerated
3217,3217,78,68,10,33,112,2025-10-28 02:05:23,backordered,LOT-84366,Room temperature
3218,3218,437,87,350,44,181,2025-10-22 02:05:23,In Stock,LOT-04432,Humidity controlled
3219,3219,258,29,229,60,84,2025-08-08 02:05:23,In Stock,LOT-40061,Cool and dry place
3220,3220,240,39,201,26,111,2024-12-25 02:05:23,In Stock,LOT-57276,Room temperature
3221,3221,293,142,151,69,112,2025-03-14 02:05:23,In Stock,LOT-82975,Refrigerated
3222,3222,363,56,307,41,91,2024-12-09 02:05:23,In Stock,LOT-14743,Humidity controlled
3223,3223,386,21,365,18,146,2025-08-24 02:05:23,In Stock,LOT-97429,Cool and dry place
3224,3224,147,117,30,77,175,2024-11-20 02:05:23,backordered,LOT-25010,Keep away from sunlight
3225,3225,281,277,4,61,184,2025-03-08 02:05:23,backordered,LOT-58752,Humidity controlled
3226,3226,181,155,26,83,153,2025-06-26 02:05:23,backordered,LOT-56806,Humidity controlled
3227,3227,479,208,271,31,178,2025-02-19 02:05:23,In Stock,LOT-56259,Refrigerated
3228,3228,412,18,394,36,68,2024-12-29 02:05:23,In Stock,LOT-04599,Room temperature
3229,3229,431,152,279,24,155,2025-04-20 02:05:23,In Stock,LOT-08027,Keep away from sunlight
3230,3230,153,95,58,13,130,2025-02-25 02:05:23,In Stock,LOT-11221,Refrigerated
3231,3231,384,8,376,37,161,2024-12-10 02:05:23,In Stock,LOT-82315,Refrigerated
3232,3232,230,221,9,85,85,2024-12-04 02:05:23,backordered,LOT-55165,Room temperature
3233,3233,202,62,140,28,54,2025-07-08 02:05:23,In Stock,LOT-17680,Keep away from sunlight
3234,3234,129,124,5,61,169,2024-11-02 02:05:23,backordered,LOT-86628,Keep away from sunlight
3235,3235,190,52,138,69,83,2025-04-03 02:05:23,In Stock,LOT-13721,Cool and dry place
3236,3236,125,121,4,28,75,2025-06-03 02:05:23,backordered,LOT-43308,Room temperature
3237,3237,27,11,16,69,148,2024-12-02 02:05:23,backordered,LOT-00370,Keep away from sunlight
3238,3238,39,38,1,47,140,2025-02-12 02:05:23,backordered,LOT-03322,Humidity controlled
3239,3239,244,10,234,71,67,2025-05-05 02:05:23,In Stock,LOT-85566,Room temperature
3240,3240,99,39,60,74,92,2025-10-27 02:05:23,backordered,LOT-08470,Cool and dry place
3241,3241,74,71,3,44,65,2025-10-20 02:05:23,backordered,LOT-68103,Humidity controlled
3242,3242,111,80,31,76,145,2025-10-20 02:05:23,backordered,LOT-90339,Keep away from sunlight
3243,3243,206,85,121,88,167,2025-05-08 02:05:23,In Stock,LOT-70519,Humidity controlled
3244,3244,167,72,95,57,63,2025-02-10 02:05:23,In Stock,LOT-58263,Humidity controlled
3245,3245,63,56,7,72,160,2025-02-11 02:05:23,backordered,LOT-28094,Cool and dry place
3246,3246,341,280,61,82,179,2025-09-28 02:05:23,backordered,LOT-48586,Refrigerated
3247,3247,477,422,55,58,134,2024-11-28 02:05:23,backordered,LOT-23945,Keep away from sunlight
3248,3248,374,369,5,91,118,2025-08-20 02:05:23,backordered,LOT-35461,Refrigerated
3249,3249,390,100,290,21,148,2025-06-13 02:05:23,In Stock,LOT-47079,Keep away from sunlight
3250,3250,112,5,107,15,127,2025-10-26 02:05:23,In Stock,LOT-86321,Refrigerated
3251,3251,99,53,46,82,99,2025-04-02 02:05:23,backordered,LOT-06133,Refrigerated
3252,3252,218,140,78,82,115,2025-07-17 02:05:23,backordered,LOT-94394,Cool and dry place
3253,3253,33,10,23,14,117,2025-02-27 02:05:23,In Stock,LOT-57039,Cool and dry place
3254,3254,112,59,53,31,176,2025-09-04 02:05:23,In Stock,LOT-43804,Cool and dry place
3255,3255,342,235,107,53,145,2025-03-06 02:05:23,In Stock,LOT-03253,Room temperature
3256,3256,295,285,10,80,134,2024-12-13 02:05:23,backordered,LOT-76576,Room temperature
3257,3257,269,79,190,95,200,2025-02-08 02:05:23,In Stock,LOT-92778,Room temperature
3258,3258,412,304,108,41,107,2025-10-21 02:05:23,In Stock,LOT-94319,Keep away from sunlight
3259,3259,247,69,178,52,180,2025-06-01 02:05:23,In Stock,LOT-10090,Keep away from sunlight
3260,3260,498,370,128,61,63,2025-01-03 02:05:23,In Stock,LOT-04047,Room temperature
3261,3261,410,131,279,23,87,2025-01-21 02:05:23,In Stock,LOT-69210,Refrigerated
3262,3262,432,401,31,38,113,2025-03-09 02:05:23,backordered,LOT-53365,Refrigerated
3263,3263,474,50,424,99,188,2025-02-16 02:05:23,In Stock,LOT-14604,Room temperature
3264,3264,211,190,21,61,157,2025-01-15 02:05:23,backordered,LOT-01424,Room temperature
3265,3265,153,20,133,41,91,2024-12-17 02:05:23,In Stock,LOT-73107,Keep away from sunlight
3266,3266,485,475,10,94,66,2025-05-25 02:05:23,backordered,LOT-20113,Cool and dry place
3267,3267,223,103,120,65,89,2025-04-03 02:05:23,In Stock,LOT-79844,Keep away from sunlight
3268,3268,500,15,485,52,144,2025-09-02 02:05:23,In Stock,LOT-09712,Room temperature
3269,3269,120,62,58,72,151,2025-01-04 02:05:23,backordered,LOT-31660,Refrigerated
3270,3270,207,110,97,40,123,2025-06-30 02:05:23,In Stock,LOT-07676,Humidity controlled
3271,3271,411,84,327,53,90,2024-12-30 02:05:23,In Stock,LOT-20901,Room temperature
3272,3272,303,192,111,20,75,2025-09-20 02:05:23,In Stock,LOT-44734,Cool and dry place
